ISO3_code,Name of Indicator,Year,IndicatorType,Sub indicator,Ranking,Score,Sub-componentValue,Organization
KWT,Corruption Perception Index (CPI),2022,Ranking,,77/180,,,Transparency International
KWT,Corruption Perception Index (CPI),2023,Ranking,,63/180,,,Transparency International
KWT,Corruption Perception Index (CPI),2024,Ranking,,65/180,,,Transparency International
KWT,World Governance Indicator,1996,Sub_components,Control of Corruption,,,0.47868219,World Bank
KWT,World Governance Indicator,1996,Sub_components,Government Effectiveness,,,0.115851626,World Bank
KWT,World Governance Indicator,1996,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.170835972,World Bank
KWT,World Governance Indicator,1996,Sub_components,Regulatory Quality,,,0.314012408,World Bank
KWT,World Governance Indicator,1996,Sub_components,Rule of Law,,,0.598828971,World Bank
KWT,World Governance Indicator,1996,Sub_components,Voice and Accountability,,,-0.243808046,World Bank
KWT,World Governance Indicator,1998,Sub_components,Control of Corruption,,,0.562503397,World Bank
KWT,World Governance Indicator,1998,Sub_components,Government Effectiveness,,,-0.083464123,World Bank
KWT,World Governance Indicator,1998,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.455113381,World Bank
KWT,World Governance Indicator,1998,Sub_components,Regulatory Quality,,,-0.061432969,World Bank
KWT,World Governance Indicator,1998,Sub_components,Rule of Law,,,0.608353674,World Bank
KWT,World Governance Indicator,1998,Sub_components,Voice and Accountability,,,-0.299082875,World Bank
KWT,World Governance Indicator,2000,Sub_components,Control of Corruption,,,0.564559221,World Bank
KWT,World Governance Indicator,2000,Sub_components,Government Effectiveness,,,-0.097940795,World Bank
KWT,World Governance Indicator,2000,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.752232671,World Bank
KWT,World Governance Indicator,2000,Sub_components,Regulatory Quality,,,-0.051647346,World Bank
KWT,World Governance Indicator,2000,Sub_components,Rule of Law,,,0.55249095,World Bank
KWT,World Governance Indicator,2000,Sub_components,Voice and Accountability,,,-0.297324926,World Bank
KWT,World Governance Indicator,2002,Sub_components,Control of Corruption,,,0.98154521,World Bank
KWT,World Governance Indicator,2002,Sub_components,Government Effectiveness,,,0.067220137,World Bank
KWT,World Governance Indicator,2002,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.146744311,World Bank
KWT,World Governance Indicator,2002,Sub_components,Regulatory Quality,,,0.330263942,World Bank
KWT,World Governance Indicator,2002,Sub_components,Rule of Law,,,0.591441989,World Bank
KWT,World Governance Indicator,2002,Sub_components,Voice and Accountability,,,-0.361814767,World Bank
KWT,World Governance Indicator,2003,Sub_components,Control of Corruption,,,0.765973866,World Bank
KWT,World Governance Indicator,2003,Sub_components,Government Effectiveness,,,0.071432121,World Bank
KWT,World Governance Indicator,2003,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.294286907,World Bank
KWT,World Governance Indicator,2003,Sub_components,Regulatory Quality,,,0.377949536,World Bank
KWT,World Governance Indicator,2003,Sub_components,Rule of Law,,,0.548373997,World Bank
KWT,World Governance Indicator,2003,Sub_components,Voice and Accountability,,,-0.396658123,World Bank
KWT,World Governance Indicator,2004,Sub_components,Control of Corruption,,,0.770029485,World Bank
KWT,World Governance Indicator,2004,Sub_components,Government Effectiveness,,,0.086166374,World Bank
KWT,World Governance Indicator,2004,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.345240027,World Bank
KWT,World Governance Indicator,2004,Sub_components,Regulatory Quality,,,0.55799067,World Bank
KWT,World Governance Indicator,2004,Sub_components,Rule of Law,,,0.507475495,World Bank
KWT,World Governance Indicator,2004,Sub_components,Voice and Accountability,,,-0.303084463,World Bank
KWT,World Governance Indicator,2005,Sub_components,Control of Corruption,,,0.500354409,World Bank
KWT,World Governance Indicator,2005,Sub_components,Government Effectiveness,,,0.158822462,World Bank
KWT,World Governance Indicator,2005,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.253690273,World Bank
KWT,World Governance Indicator,2005,Sub_components,Regulatory Quality,,,0.47053507,World Bank
KWT,World Governance Indicator,2005,Sub_components,Rule of Law,,,0.527741909,World Bank
KWT,World Governance Indicator,2005,Sub_components,Voice and Accountability,,,-0.483525157,World Bank
KWT,World Governance Indicator,2006,Sub_components,Control of Corruption,,,0.426627278,World Bank
KWT,World Governance Indicator,2006,Sub_components,Government Effectiveness,,,0.267627269,World Bank
KWT,World Governance Indicator,2006,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.412733108,World Bank
KWT,World Governance Indicator,2006,Sub_components,Regulatory Quality,,,0.294112593,World Bank
KWT,World Governance Indicator,2006,Sub_components,Rule of Law,,,0.529348493,World Bank
KWT,World Governance Indicator,2006,Sub_components,Voice and Accountability,,,-0.581767321,World Bank
KWT,World Governance Indicator,2007,Sub_components,Control of Corruption,,,0.364861727,World Bank
KWT,World Governance Indicator,2007,Sub_components,Government Effectiveness,,,0.075588651,World Bank
KWT,World Governance Indicator,2007,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.620643914,World Bank
KWT,World Governance Indicator,2007,Sub_components,Regulatory Quality,,,0.257980853,World Bank
KWT,World Governance Indicator,2007,Sub_components,Rule of Law,,,0.593082547,World Bank
KWT,World Governance Indicator,2007,Sub_components,Voice and Accountability,,,-0.545192838,World Bank
KWT,World Governance Indicator,2008,Sub_components,Control of Corruption,,,0.412061006,World Bank
KWT,World Governance Indicator,2008,Sub_components,Government Effectiveness,,,-0.032841329,World Bank
KWT,World Governance Indicator,2008,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.501767993,World Bank
KWT,World Governance Indicator,2008,Sub_components,Regulatory Quality,,,0.174718603,World Bank
KWT,World Governance Indicator,2008,Sub_components,Rule of Law,,,0.58051306,World Bank
KWT,World Governance Indicator,2008,Sub_components,Voice and Accountability,,,-0.543381393,World Bank
KWT,World Governance Indicator,2009,Sub_components,Control of Corruption,,,0.304186642,World Bank
KWT,World Governance Indicator,2009,Sub_components,Government Effectiveness,,,0.179979756,World Bank
KWT,World Governance Indicator,2009,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.353407443,World Bank
KWT,World Governance Indicator,2009,Sub_components,Regulatory Quality,,,0.152733296,World Bank
KWT,World Governance Indicator,2009,Sub_components,Rule of Law,,,0.580420554,World Bank
KWT,World Governance Indicator,2009,Sub_components,Voice and Accountability,,,-0.484644979,World Bank
KWT,World Governance Indicator,2010,Sub_components,Control of Corruption,,,0.298077822,World Bank
KWT,World Governance Indicator,2010,Sub_components,Government Effectiveness,,,0.145233184,World Bank
KWT,World Governance Indicator,2010,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.451988816,World Bank
KWT,World Governance Indicator,2010,Sub_components,Regulatory Quality,,,0.158382714,World Bank
KWT,World Governance Indicator,2010,Sub_components,Rule of Law,,,0.585773587,World Bank
KWT,World Governance Indicator,2010,Sub_components,Voice and Accountability,,,-0.524435043,World Bank
KWT,World Governance Indicator,2011,Sub_components,Control of Corruption,,,0.078883208,World Bank
KWT,World Governance Indicator,2011,Sub_components,Government Effectiveness,,,0.00304531,World Bank
KWT,World Governance Indicator,2011,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.311102718,World Bank
KWT,World Governance Indicator,2011,Sub_components,Regulatory Quality,,,0.079868615,World Bank
KWT,World Governance Indicator,2011,Sub_components,Rule of Law,,,0.542900205,World Bank
KWT,World Governance Indicator,2011,Sub_components,Voice and Accountability,,,-0.558573604,World Bank
KWT,World Governance Indicator,2012,Sub_components,Control of Corruption,,,-0.197435707,World Bank
KWT,World Governance Indicator,2012,Sub_components,Government Effectiveness,,,-0.089216881,World Bank
KWT,World Governance Indicator,2012,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.203606218,World Bank
KWT,World Governance Indicator,2012,Sub_components,Regulatory Quality,,,-0.04033019,World Bank
KWT,World Governance Indicator,2012,Sub_components,Rule of Law,,,0.362745106,World Bank
KWT,World Governance Indicator,2012,Sub_components,Voice and Accountability,,,-0.642977953,World Bank
KWT,World Governance Indicator,2013,Sub_components,Control of Corruption,,,-0.195235953,World Bank
KWT,World Governance Indicator,2013,Sub_components,Government Effectiveness,,,-0.088720798,World Bank
KWT,World Governance Indicator,2013,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.16605559,World Bank
KWT,World Governance Indicator,2013,Sub_components,Regulatory Quality,,,-0.073968351,World Bank
KWT,World Governance Indicator,2013,Sub_components,Rule of Law,,,0.360858381,World Bank
KWT,World Governance Indicator,2013,Sub_components,Voice and Accountability,,,-0.657721102,World Bank
KWT,World Governance Indicator,2014,Sub_components,Control of Corruption,,,-0.246359721,World Bank
KWT,World Governance Indicator,2014,Sub_components,Government Effectiveness,,,-0.162443951,World Bank
KWT,World Governance Indicator,2014,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.149006546,World Bank
KWT,World Governance Indicator,2014,Sub_components,Regulatory Quality,,,-0.147546113,World Bank
KWT,World Governance Indicator,2014,Sub_components,Rule of Law,,,0.023111433,World Bank
KWT,World Governance Indicator,2014,Sub_components,Voice and Accountability,,,-0.657588303,World Bank
KWT,World Governance Indicator,2015,Sub_components,Control of Corruption,,,-0.255415142,World Bank
KWT,World Governance Indicator,2015,Sub_components,Government Effectiveness,,,-0.079280682,World Bank
KWT,World Governance Indicator,2015,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.219549298,World Bank
KWT,World Governance Indicator,2015,Sub_components,Regulatory Quality,,,-0.194866508,World Bank
KWT,World Governance Indicator,2015,Sub_components,Rule of Law,,,-0.020002829,World Bank
KWT,World Governance Indicator,2015,Sub_components,Voice and Accountability,,,-0.66362828,World Bank
KWT,World Governance Indicator,2016,Sub_components,Control of Corruption,,,-0.298417151,World Bank
KWT,World Governance Indicator,2016,Sub_components,Government Effectiveness,,,-0.20446074,World Bank
KWT,World Governance Indicator,2016,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.056500711,World Bank
KWT,World Governance Indicator,2016,Sub_components,Regulatory Quality,,,-0.088210523,World Bank
KWT,World Governance Indicator,2016,Sub_components,Rule of Law,,,0.008284188,World Bank
KWT,World Governance Indicator,2016,Sub_components,Voice and Accountability,,,-0.628724813,World Bank
KWT,World Governance Indicator,2017,Sub_components,Control of Corruption,,,-0.360093921,World Bank
KWT,World Governance Indicator,2017,Sub_components,Government Effectiveness,,,-0.215939999,World Bank
KWT,World Governance Indicator,2017,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.051229097,World Bank
KWT,World Governance Indicator,2017,Sub_components,Regulatory Quality,,,-0.078654878,World Bank
KWT,World Governance Indicator,2017,Sub_components,Rule of Law,,,0.080755129,World Bank
KWT,World Governance Indicator,2017,Sub_components,Voice and Accountability,,,-0.60697335,World Bank
KWT,World Governance Indicator,2018,Sub_components,Control of Corruption,,,-0.316610694,World Bank
KWT,World Governance Indicator,2018,Sub_components,Government Effectiveness,,,-0.12141937,World Bank
KWT,World Governance Indicator,2018,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.090642102,World Bank
KWT,World Governance Indicator,2018,Sub_components,Regulatory Quality,,,0.011418183,World Bank
KWT,World Governance Indicator,2018,Sub_components,Rule of Law,,,0.18625854,World Bank
KWT,World Governance Indicator,2018,Sub_components,Voice and Accountability,,,-0.604618907,World Bank
KWT,World Governance Indicator,2019,Sub_components,Control of Corruption,,,-0.159423858,World Bank
KWT,World Governance Indicator,2019,Sub_components,Government Effectiveness,,,-0.017414466,World Bank
KWT,World Governance Indicator,2019,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.175173387,World Bank
KWT,World Governance Indicator,2019,Sub_components,Regulatory Quality,,,0.050189439,World Bank
KWT,World Governance Indicator,2019,Sub_components,Rule of Law,,,0.193061024,World Bank
KWT,World Governance Indicator,2019,Sub_components,Voice and Accountability,,,-0.655092835,World Bank
KWT,World Governance Indicator,2020,Sub_components,Control of Corruption,,,-0.091237791,World Bank
KWT,World Governance Indicator,2020,Sub_components,Government Effectiveness,,,-0.195234433,World Bank
KWT,World Governance Indicator,2020,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.225232258,World Bank
KWT,World Governance Indicator,2020,Sub_components,Regulatory Quality,,,0.273751527,World Bank
KWT,World Governance Indicator,2020,Sub_components,Rule of Law,,,0.310027808,World Bank
KWT,World Governance Indicator,2020,Sub_components,Voice and Accountability,,,-0.678229034,World Bank
KWT,World Governance Indicator,2021,Sub_components,Control of Corruption,,,-0.056214958,World Bank
