ISO3_code,Name of Indicator,Year,IndicatorType,Sub indicator,Ranking,Score,Sub-componentValue,Organization
SWE,World Governance Indicator,2021,Sub_components,Political Stability and Absence of Violence/Terrorism,,,1.014508009,World Bank
SWE,World Governance Indicator,2021,Sub_components,Regulatory Quality,,,1.745321631,World Bank
SWE,World Governance Indicator,2021,Sub_components,Rule of Law,,,1.699357152,World Bank
SWE,World Governance Indicator,2021,Sub_components,Voice and Accountability,,,1.492747545,World Bank
SWE,World Governance Indicator,2022,Sub_components,Control of Corruption,,,2.061525345,World Bank
SWE,World Governance Indicator,2022,Sub_components,Government Effectiveness,,,1.572404861,World Bank
SWE,World Governance Indicator,2022,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.910905123,World Bank
SWE,World Governance Indicator,2022,Sub_components,Regulatory Quality,,,1.681576967,World Bank
SWE,World Governance Indicator,2022,Sub_components,Rule of Law,,,1.688508987,World Bank
SWE,World Governance Indicator,2022,Sub_components,Voice and Accountability,,,1.526127934,World Bank
SWE,World Governance Indicator,2023,Sub_components,Control of Corruption,,,2.028246164,World Bank
SWE,World Governance Indicator,2023,Sub_components,Government Effectiveness,,,1.601383328,World Bank
SWE,World Governance Indicator,2023,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.758365273,World Bank
SWE,World Governance Indicator,2023,Sub_components,Regulatory Quality,,,1.718017101,World Bank
SWE,World Governance Indicator,2023,Sub_components,Rule of Law,,,1.604023457,World Bank
SWE,World Governance Indicator,2023,Sub_components,Voice and Accountability,,,1.574831605,World Bank
THA,Chandler Good Government Index,2021,Ranking,,292/600,,,Chandler Institute of Governance
THA,Chandler Good Government Index,2022,Ranking,,337/600,,,Chandler Institute of Governance
THA,Chandler Good Government Index,2023,Ranking,,330/600,,,Chandler Institute of Governance
THA,Chandler Good Government Index,2024,Ranking,,302/600,,,Chandler Institute of Governance
THA,Chandler Good Government Index,2025,Ranking,,292/600,,,Chandler Institute of Governance
THA,Corruption Perception Index (CPI),2016,Ranking,,101/176,,,Transparency International
THA,Corruption Perception Index (CPI),2017,Ranking,,96/180,,,Transparency International
THA,Corruption Perception Index (CPI),2018,Ranking,,99/180,,,Transparency International
THA,Corruption Perception Index (CPI),2019,Ranking,,101/180,,,Transparency International
THA,Corruption Perception Index (CPI),2020,Ranking,,104/179,,,Transparency International
THA,Corruption Perception Index (CPI),2022,Ranking,,101/180,,,Transparency International
THA,Corruption Perception Index (CPI),2023,Ranking,,108/180,,,Transparency International
THA,Corruption Perception Index (CPI),2024,Ranking,,107/180,,,Transparency International
THA,World Governance Indicator,1996,Sub_components,Control of Corruption,,,-0.361192048,World Bank
THA,World Governance Indicator,1996,Sub_components,Government Effectiveness,,,0.180224553,World Bank
THA,World Governance Indicator,1996,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.46679911,World Bank
THA,World Governance Indicator,1996,Sub_components,Regulatory Quality,,,0.05726935,World Bank
THA,World Governance Indicator,1996,Sub_components,Rule of Law,,,0.539628804,World Bank
THA,World Governance Indicator,1996,Sub_components,Voice and Accountability,,,0.310659021,World Bank
THA,World Governance Indicator,1998,Sub_components,Control of Corruption,,,-0.141035706,World Bank
THA,World Governance Indicator,1998,Sub_components,Government Effectiveness,,,0.03581414,World Bank
THA,World Governance Indicator,1998,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.638839483,World Bank
THA,World Governance Indicator,1998,Sub_components,Regulatory Quality,,,0.114490226,World Bank
THA,World Governance Indicator,1998,Sub_components,Rule of Law,,,0.509335399,World Bank
THA,World Governance Indicator,1998,Sub_components,Voice and Accountability,,,0.382473677,World Bank
THA,World Governance Indicator,2000,Sub_components,Control of Corruption,,,-0.230174467,World Bank
THA,World Governance Indicator,2000,Sub_components,Government Effectiveness,,,0.177485347,World Bank
THA,World Governance Indicator,2000,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.454958707,World Bank
THA,World Governance Indicator,2000,Sub_components,Regulatory Quality,,,0.484793752,World Bank
THA,World Governance Indicator,2000,Sub_components,Rule of Law,,,0.579018056,World Bank
THA,World Governance Indicator,2000,Sub_components,Voice and Accountability,,,0.467802942,World Bank
THA,World Governance Indicator,2002,Sub_components,Control of Corruption,,,-0.338848352,World Bank
THA,World Governance Indicator,2002,Sub_components,Government Effectiveness,,,0.261051059,World Bank
THA,World Governance Indicator,2002,Sub_components,Political Stability and Absence of Violence/Terrorism,,,0.506276667,World Bank
THA,World Governance Indicator,2002,Sub_components,Regulatory Quality,,,0.138986304,World Bank
THA,World Governance Indicator,2002,Sub_components,Rule of Law,,,0.386922985,World Bank
THA,World Governance Indicator,2002,Sub_components,Voice and Accountability,,,0.321516633,World Bank
THA,World Governance Indicator,2003,Sub_components,Control of Corruption,,,-0.196023554,World Bank
THA,World Governance Indicator,2003,Sub_components,Government Effectiveness,,,0.305083305,World Bank
THA,World Governance Indicator,2003,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.145084381,World Bank
THA,World Governance Indicator,2003,Sub_components,Regulatory Quality,,,0.357130826,World Bank
THA,World Governance Indicator,2003,Sub_components,Rule of Law,,,0.153711155,World Bank
THA,World Governance Indicator,2003,Sub_components,Voice and Accountability,,,0.218241096,World Bank
THA,World Governance Indicator,2004,Sub_components,Control of Corruption,,,-0.24613224,World Bank
THA,World Governance Indicator,2004,Sub_components,Government Effectiveness,,,0.261547863,World Bank
THA,World Governance Indicator,2004,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.717405677,World Bank
THA,World Governance Indicator,2004,Sub_components,Regulatory Quality,,,0.219655558,World Bank
THA,World Governance Indicator,2004,Sub_components,Rule of Law,,,0.062387291,World Bank
THA,World Governance Indicator,2004,Sub_components,Voice and Accountability,,,0.126583278,World Bank
THA,World Governance Indicator,2005,Sub_components,Control of Corruption,,,-0.206432834,World Bank
THA,World Governance Indicator,2005,Sub_components,Government Effectiveness,,,0.340901643,World Bank
THA,World Governance Indicator,2005,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.870126605,World Bank
THA,World Governance Indicator,2005,Sub_components,Regulatory Quality,,,0.453963399,World Bank
THA,World Governance Indicator,2005,Sub_components,Rule of Law,,,-0.007557075,World Bank
THA,World Governance Indicator,2005,Sub_components,Voice and Accountability,,,-0.098295785,World Bank
THA,World Governance Indicator,2006,Sub_components,Control of Corruption,,,-0.413430303,World Bank
THA,World Governance Indicator,2006,Sub_components,Government Effectiveness,,,0.417947978,World Bank
THA,World Governance Indicator,2006,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.130200148,World Bank
THA,World Governance Indicator,2006,Sub_components,Regulatory Quality,,,0.229795873,World Bank
THA,World Governance Indicator,2006,Sub_components,Rule of Law,,,-0.069355071,World Bank
THA,World Governance Indicator,2006,Sub_components,Voice and Accountability,,,-0.739193976,World Bank
THA,World Governance Indicator,2007,Sub_components,Control of Corruption,,,-0.400172323,World Bank
THA,World Governance Indicator,2007,Sub_components,Government Effectiveness,,,0.285919487,World Bank
THA,World Governance Indicator,2007,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.112847924,World Bank
THA,World Governance Indicator,2007,Sub_components,Regulatory Quality,,,0.086198561,World Bank
THA,World Governance Indicator,2007,Sub_components,Rule of Law,,,-0.137440488,World Bank
THA,World Governance Indicator,2007,Sub_components,Voice and Accountability,,,-0.562502325,World Bank
THA,World Governance Indicator,2008,Sub_components,Control of Corruption,,,-0.440627247,World Bank
THA,World Governance Indicator,2008,Sub_components,Government Effectiveness,,,0.156943962,World Bank
THA,World Governance Indicator,2008,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.272093296,World Bank
THA,World Governance Indicator,2008,Sub_components,Regulatory Quality,,,0.11253725,World Bank
THA,World Governance Indicator,2008,Sub_components,Rule of Law,,,-0.159740418,World Bank
THA,World Governance Indicator,2008,Sub_components,Voice and Accountability,,,-0.529666901,World Bank
THA,World Governance Indicator,2009,Sub_components,Control of Corruption,,,-0.332013279,World Bank
THA,World Governance Indicator,2009,Sub_components,Government Effectiveness,,,0.206796795,World Bank
THA,World Governance Indicator,2009,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.42447114,World Bank
THA,World Governance Indicator,2009,Sub_components,Regulatory Quality,,,0.121483989,World Bank
THA,World Governance Indicator,2009,Sub_components,Rule of Law,,,-0.260052651,World Bank
THA,World Governance Indicator,2009,Sub_components,Voice and Accountability,,,-0.455878526,World Bank
THA,World Governance Indicator,2010,Sub_components,Control of Corruption,,,-0.360339463,World Bank
THA,World Governance Indicator,2010,Sub_components,Government Effectiveness,,,0.083291069,World Bank
THA,World Governance Indicator,2010,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.442788363,World Bank
THA,World Governance Indicator,2010,Sub_components,Regulatory Quality,,,0.061810683,World Bank
THA,World Governance Indicator,2010,Sub_components,Rule of Law,,,-0.233622625,World Bank
THA,World Governance Indicator,2010,Sub_components,Voice and Accountability,,,-0.495821506,World Bank
THA,World Governance Indicator,2011,Sub_components,Control of Corruption,,,-0.353244036,World Bank
THA,World Governance Indicator,2011,Sub_components,Government Effectiveness,,,0.099299394,World Bank
THA,World Governance Indicator,2011,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.133533716,World Bank
THA,World Governance Indicator,2011,Sub_components,Regulatory Quality,,,0.0903828,World Bank
THA,World Governance Indicator,2011,Sub_components,Rule of Law,,,-0.229752526,World Bank
THA,World Governance Indicator,2011,Sub_components,Voice and Accountability,,,-0.405181706,World Bank
THA,World Governance Indicator,2012,Sub_components,Control of Corruption,,,-0.397404075,World Bank
THA,World Governance Indicator,2012,Sub_components,Government Effectiveness,,,0.130159914,World Bank
THA,World Governance Indicator,2012,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.216630697,World Bank
THA,World Governance Indicator,2012,Sub_components,Regulatory Quality,,,0.137224212,World Bank
THA,World Governance Indicator,2012,Sub_components,Rule of Law,,,-0.172369108,World Bank
THA,World Governance Indicator,2012,Sub_components,Voice and Accountability,,,-0.321141154,World Bank
THA,World Governance Indicator,2013,Sub_components,Control of Corruption,,,-0.372668326,World Bank
THA,World Governance Indicator,2013,Sub_components,Government Effectiveness,,,0.162936032,World Bank
THA,World Governance Indicator,2013,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.311682701,World Bank
THA,World Governance Indicator,2013,Sub_components,Regulatory Quality,,,0.130639657,World Bank
THA,World Governance Indicator,2013,Sub_components,Rule of Law,,,-0.139277548,World Bank
THA,World Governance Indicator,2013,Sub_components,Voice and Accountability,,,-0.429994702,World Bank
THA,World Governance Indicator,2014,Sub_components,Control of Corruption,,,-0.480822623,World Bank
THA,World Governance Indicator,2014,Sub_components,Government Effectiveness,,,0.25699535,World Bank
THA,World Governance Indicator,2014,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.906386316,World Bank
THA,World Governance Indicator,2014,Sub_components,Regulatory Quality,,,0.174806476,World Bank
THA,World Governance Indicator,2014,Sub_components,Rule of Law,,,-0.220402136,World Bank
THA,World Governance Indicator,2014,Sub_components,Voice and Accountability,,,-0.874908924,World Bank
THA,World Governance Indicator,2015,Sub_components,Control of Corruption,,,-0.555973411,World Bank
THA,World Governance Indicator,2015,Sub_components,Government Effectiveness,,,0.238737538,World Bank
THA,World Governance Indicator,2015,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.995044947,World Bank
THA,World Governance Indicator,2015,Sub_components,Regulatory Quality,,,0.195901737,World Bank
THA,World Governance Indicator,2015,Sub_components,Rule of Law,,,-0.188114643,World Bank
THA,World Governance Indicator,2015,Sub_components,Voice and Accountability,,,-0.969038725,World Bank
THA,World Governance Indicator,2016,Sub_components,Control of Corruption,,,-0.451746017,World Bank
THA,World Governance Indicator,2016,Sub_components,Government Effectiveness,,,0.225705132,World Bank
THA,World Governance Indicator,2016,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.991300225,World Bank
THA,World Governance Indicator,2016,Sub_components,Regulatory Quality,,,0.052868694,World Bank
THA,World Governance Indicator,2016,Sub_components,Rule of Law,,,-0.02823071,World Bank
THA,World Governance Indicator,2016,Sub_components,Voice and Accountability,,,-1.022944689,World Bank
THA,World Governance Indicator,2017,Sub_components,Control of Corruption,,,-0.446126044,World Bank
THA,World Governance Indicator,2017,Sub_components,Government Effectiveness,,,0.257845819,World Bank
THA,World Governance Indicator,2017,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.754879415,World Bank
THA,World Governance Indicator,2017,Sub_components,Regulatory Quality,,,0.007616858,World Bank
THA,World Governance Indicator,2017,Sub_components,Rule of Law,,,0.013869789,World Bank
THA,World Governance Indicator,2017,Sub_components,Voice and Accountability,,,-1.045476913,World Bank
THA,World Governance Indicator,2018,Sub_components,Control of Corruption,,,-0.458226591,World Bank
THA,World Governance Indicator,2018,Sub_components,Government Effectiveness,,,0.254539996,World Bank
THA,World Governance Indicator,2018,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.799416125,World Bank
THA,World Governance Indicator,2018,Sub_components,Regulatory Quality,,,-0.044096656,World Bank
THA,World Governance Indicator,2018,Sub_components,Rule of Law,,,-0.004031189,World Bank
THA,World Governance Indicator,2018,Sub_components,Voice and Accountability,,,-1.01745832,World Bank
THA,World Governance Indicator,2019,Sub_components,Control of Corruption,,,-0.471995354,World Bank
THA,World Governance Indicator,2019,Sub_components,Government Effectiveness,,,0.260609537,World Bank
THA,World Governance Indicator,2019,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.491406113,World Bank
THA,World Governance Indicator,2019,Sub_components,Regulatory Quality,,,-0.021945093,World Bank
THA,World Governance Indicator,2019,Sub_components,Rule of Law,,,0.088741794,World Bank
THA,World Governance Indicator,2019,Sub_components,Voice and Accountability,,,-0.846085668,World Bank
THA,World Governance Indicator,2020,Sub_components,Control of Corruption,,,-0.483811766,World Bank
THA,World Governance Indicator,2020,Sub_components,Government Effectiveness,,,0.201812536,World Bank
THA,World Governance Indicator,2020,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.578270495,World Bank
THA,World Governance Indicator,2020,Sub_components,Regulatory Quality,,,0.063660756,World Bank
THA,World Governance Indicator,2020,Sub_components,Rule of Law,,,0.111505389,World Bank
THA,World Governance Indicator,2020,Sub_components,Voice and Accountability,,,-0.809261918,World Bank
THA,World Governance Indicator,2021,Sub_components,Control of Corruption,,,-0.478870928,World Bank
THA,World Governance Indicator,2021,Sub_components,Government Effectiveness,,,0.220056802,World Bank
THA,World Governance Indicator,2021,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.568779886,World Bank
THA,World Governance Indicator,2021,Sub_components,Regulatory Quality,,,0.083535075,World Bank
THA,World Governance Indicator,2021,Sub_components,Rule of Law,,,0.093798831,World Bank
THA,World Governance Indicator,2021,Sub_components,Voice and Accountability,,,-0.789397776,World Bank
THA,World Governance Indicator,2022,Sub_components,Control of Corruption,,,-0.452444345,World Bank
THA,World Governance Indicator,2022,Sub_components,Government Effectiveness,,,0.127444163,World Bank
THA,World Governance Indicator,2022,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.393339306,World Bank
THA,World Governance Indicator,2022,Sub_components,Regulatory Quality,,,0.165019408,World Bank
THA,World Governance Indicator,2022,Sub_components,Rule of Law,,,0.065747418,World Bank
THA,World Governance Indicator,2022,Sub_components,Voice and Accountability,,,-0.620351493,World Bank
THA,World Governance Indicator,2023,Sub_components,Control of Corruption,,,-0.489050776,World Bank
THA,World Governance Indicator,2023,Sub_components,Government Effectiveness,,,0.171705812,World Bank
THA,World Governance Indicator,2023,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.280302882,World Bank
THA,World Governance Indicator,2023,Sub_components,Regulatory Quality,,,0.158257782,World Bank
THA,World Governance Indicator,2023,Sub_components,Rule of Law,,,0.244872749,World Bank
THA,World Governance Indicator,2023,Sub_components,Voice and Accountability,,,-0.450371355,World Bank
TUR,Chandler Good Government Index,2021,Ranking,,192/600,,,Chandler Institute of Governance
TUR,Chandler Good Government Index,2022,Ranking,,264/600,,,Chandler Institute of Governance
TUR,Chandler Good Government Index,2023,Ranking,,264/600,,,Chandler Institute of Governance
TUR,Chandler Good Government Index,2024,Ranking,,201/600,,,Chandler Institute of Governance
TUR,Chandler Good Government Index,2025,Ranking,,192/600,,,Chandler Institute of Governance
TUR,Corruption Perception Index (CPI),2016,Ranking,,75/176,,,Transparency International
TUR,Corruption Perception Index (CPI),2017,Ranking,,81/180,,,Transparency International
TUR,Corruption Perception Index (CPI),2018,Ranking,,78/180,,,Transparency International
TUR,Corruption Perception Index (CPI),2019,Ranking,,91/180,,,Transparency International
TUR,Corruption Perception Index (CPI),2020,Ranking,,86/179,,,Transparency International
TUR,Corruption Perception Index (CPI),2022,Ranking,,101/180,,,Transparency International
TUR,Corruption Perception Index (CPI),2023,Ranking,,115/180,,,Transparency International
TUR,Corruption Perception Index (CPI),2024,Ranking,,107/180,,,Transparency International
TUR,World Governance Indicator,1996,Sub_components,Control of Corruption,,,-0.148073524,World Bank
TUR,World Governance Indicator,1996,Sub_components,Government Effectiveness,,,-0.076127216,World Bank
TUR,World Governance Indicator,1996,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.258745909,World Bank
TUR,World Governance Indicator,1996,Sub_components,Regulatory Quality,,,0.103578582,World Bank
TUR,World Governance Indicator,1996,Sub_components,Rule of Law,,,-0.13879478,World Bank
TUR,World Governance Indicator,1996,Sub_components,Voice and Accountability,,,-0.12976031,World Bank
TUR,World Governance Indicator,1998,Sub_components,Control of Corruption,,,-0.354077637,World Bank
TUR,World Governance Indicator,1998,Sub_components,Government Effectiveness,,,-0.312862217,World Bank
TUR,World Governance Indicator,1998,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.231111765,World Bank
TUR,World Governance Indicator,1998,Sub_components,Regulatory Quality,,,0.363668382,World Bank
TUR,World Governance Indicator,1998,Sub_components,Rule of Law,,,-0.099510565,World Bank
TUR,World Governance Indicator,1998,Sub_components,Voice and Accountability,,,-0.615934074,World Bank
TUR,World Governance Indicator,2000,Sub_components,Control of Corruption,,,-0.258079946,World Bank
TUR,World Governance Indicator,2000,Sub_components,Government Effectiveness,,,-0.020434739,World Bank
TUR,World Governance Indicator,2000,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.80017364,World Bank
TUR,World Governance Indicator,2000,Sub_components,Regulatory Quality,,,0.245814547,World Bank
TUR,World Governance Indicator,2000,Sub_components,Rule of Law,,,-0.070946209,World Bank
TUR,World Governance Indicator,2000,Sub_components,Voice and Accountability,,,-0.289199769,World Bank
TUR,World Governance Indicator,2002,Sub_components,Control of Corruption,,,-0.570128739,World Bank
TUR,World Governance Indicator,2002,Sub_components,Government Effectiveness,,,0.052565046,World Bank
TUR,World Governance Indicator,2002,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.803475082,World Bank
TUR,World Governance Indicator,2002,Sub_components,Regulatory Quality,,,0.055775434,World Bank
TUR,World Governance Indicator,2002,Sub_components,Rule of Law,,,-0.082183205,World Bank
TUR,World Governance Indicator,2002,Sub_components,Voice and Accountability,,,-0.219570532,World Bank
TUR,World Governance Indicator,2003,Sub_components,Control of Corruption,,,-0.209118396,World Bank
TUR,World Governance Indicator,2003,Sub_components,Government Effectiveness,,,0.034863185,World Bank
TUR,World Governance Indicator,2003,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.766690612,World Bank
TUR,World Governance Indicator,2003,Sub_components,Regulatory Quality,,,0.015878489,World Bank
TUR,World Governance Indicator,2003,Sub_components,Rule of Law,,,0.103039585,World Bank
TUR,World Governance Indicator,2003,Sub_components,Voice and Accountability,,,-0.033270795,World Bank
TUR,World Governance Indicator,2004,Sub_components,Control of Corruption,,,-0.191904396,World Bank
TUR,World Governance Indicator,2004,Sub_components,Government Effectiveness,,,-0.019838214,World Bank
TUR,World Governance Indicator,2004,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.833764553,World Bank
TUR,World Governance Indicator,2004,Sub_components,Regulatory Quality,,,0.030695695,World Bank
TUR,World Governance Indicator,2004,Sub_components,Rule of Law,,,0.084699281,World Bank
TUR,World Governance Indicator,2004,Sub_components,Voice and Accountability,,,0.013201931,World Bank
TUR,World Governance Indicator,2005,Sub_components,Control of Corruption,,,-0.035272829,World Bank
TUR,World Governance Indicator,2005,Sub_components,Government Effectiveness,,,0.144592628,World Bank
TUR,World Governance Indicator,2005,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.601551175,World Bank
TUR,World Governance Indicator,2005,Sub_components,Regulatory Quality,,,0.269054443,World Bank
TUR,World Governance Indicator,2005,Sub_components,Rule of Law,,,0.117468551,World Bank
TUR,World Governance Indicator,2005,Sub_components,Voice and Accountability,,,0.000233757,World Bank
TUR,World Governance Indicator,2006,Sub_components,Control of Corruption,,,0.026674604,World Bank
TUR,World Governance Indicator,2006,Sub_components,Government Effectiveness,,,0.105428062,World Bank
TUR,World Governance Indicator,2006,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.590213001,World Bank
TUR,World Governance Indicator,2006,Sub_components,Regulatory Quality,,,0.280463099,World Bank
TUR,World Governance Indicator,2006,Sub_components,Rule of Law,,,-0.003374322,World Bank
TUR,World Governance Indicator,2006,Sub_components,Voice and Accountability,,,-0.064095318,World Bank
TUR,World Governance Indicator,2007,Sub_components,Control of Corruption,,,0.112518623,World Bank
TUR,World Governance Indicator,2007,Sub_components,Government Effectiveness,,,0.326100618,World Bank
TUR,World Governance Indicator,2007,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.819362879,World Bank
TUR,World Governance Indicator,2007,Sub_components,Regulatory Quality,,,0.329305053,World Bank
TUR,World Governance Indicator,2007,Sub_components,Rule of Law,,,-0.035805915,World Bank
TUR,World Governance Indicator,2007,Sub_components,Voice and Accountability,,,-0.05332458,World Bank
TUR,World Governance Indicator,2008,Sub_components,Control of Corruption,,,0.11532557,World Bank
TUR,World Governance Indicator,2008,Sub_components,Government Effectiveness,,,0.289960533,World Bank
TUR,World Governance Indicator,2008,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.823874354,World Bank
TUR,World Governance Indicator,2008,Sub_components,Regulatory Quality,,,0.269334227,World Bank
TUR,World Governance Indicator,2008,Sub_components,Rule of Law,,,0.022844687,World Bank
TUR,World Governance Indicator,2008,Sub_components,Voice and Accountability,,,-0.041286409,World Bank
TUR,World Governance Indicator,2009,Sub_components,Control of Corruption,,,0.087655708,World Bank
TUR,World Governance Indicator,2009,Sub_components,Government Effectiveness,,,0.289779067,World Bank
TUR,World Governance Indicator,2009,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.030790567,World Bank
TUR,World Governance Indicator,2009,Sub_components,Regulatory Quality,,,0.288754821,World Bank
TUR,World Governance Indicator,2009,Sub_components,Rule of Law,,,0.04890855,World Bank
TUR,World Governance Indicator,2009,Sub_components,Voice and Accountability,,,-0.055526059,World Bank
TUR,World Governance Indicator,2010,Sub_components,Control of Corruption,,,0.025415225,World Bank
TUR,World Governance Indicator,2010,Sub_components,Government Effectiveness,,,0.315034986,World Bank
TUR,World Governance Indicator,2010,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.915285528,World Bank
TUR,World Governance Indicator,2010,Sub_components,Regulatory Quality,,,0.312994033,World Bank
TUR,World Governance Indicator,2010,Sub_components,Rule of Law,,,0.049980123,World Bank
TUR,World Governance Indicator,2010,Sub_components,Voice and Accountability,,,-0.084816508,World Bank
TUR,World Governance Indicator,2011,Sub_components,Control of Corruption,,,0.038242523,World Bank
TUR,World Governance Indicator,2011,Sub_components,Government Effectiveness,,,0.365056276,World Bank
TUR,World Governance Indicator,2011,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-0.959997058,World Bank
TUR,World Governance Indicator,2011,Sub_components,Regulatory Quality,,,0.393024772,World Bank
TUR,World Governance Indicator,2011,Sub_components,Rule of Law,,,0.015457718,World Bank
TUR,World Governance Indicator,2011,Sub_components,Voice and Accountability,,,-0.1368507,World Bank
TUR,World Governance Indicator,2012,Sub_components,Control of Corruption,,,0.161344782,World Bank
TUR,World Governance Indicator,2012,Sub_components,Government Effectiveness,,,0.432250023,World Bank
TUR,World Governance Indicator,2012,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.22053194,World Bank
TUR,World Governance Indicator,2012,Sub_components,Regulatory Quality,,,0.450981587,World Bank
TUR,World Governance Indicator,2012,Sub_components,Rule of Law,,,-0.036608554,World Bank
TUR,World Governance Indicator,2012,Sub_components,Voice and Accountability,,,-0.206933528,World Bank
TUR,World Governance Indicator,2013,Sub_components,Control of Corruption,,,0.091507562,World Bank
TUR,World Governance Indicator,2013,Sub_components,Government Effectiveness,,,0.398709655,World Bank
TUR,World Governance Indicator,2013,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.249932528,World Bank
TUR,World Governance Indicator,2013,Sub_components,Regulatory Quality,,,0.463030308,World Bank
TUR,World Governance Indicator,2013,Sub_components,Rule of Law,,,-0.004692768,World Bank
TUR,World Governance Indicator,2013,Sub_components,Voice and Accountability,,,-0.251418114,World Bank
TUR,World Governance Indicator,2014,Sub_components,Control of Corruption,,,-0.13432841,World Bank
TUR,World Governance Indicator,2014,Sub_components,Government Effectiveness,,,0.392252773,World Bank
TUR,World Governance Indicator,2014,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.086035967,World Bank
TUR,World Governance Indicator,2014,Sub_components,Regulatory Quality,,,0.432501823,World Bank
TUR,World Governance Indicator,2014,Sub_components,Rule of Law,,,-0.076036207,World Bank
TUR,World Governance Indicator,2014,Sub_components,Voice and Accountability,,,-0.338507891,World Bank
TUR,World Governance Indicator,2015,Sub_components,Control of Corruption,,,-0.16154924,World Bank
TUR,World Governance Indicator,2015,Sub_components,Government Effectiveness,,,0.199524775,World Bank
TUR,World Governance Indicator,2015,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.495309711,World Bank
TUR,World Governance Indicator,2015,Sub_components,Regulatory Quality,,,0.273797631,World Bank
TUR,World Governance Indicator,2015,Sub_components,Rule of Law,,,-0.232250005,World Bank
TUR,World Governance Indicator,2015,Sub_components,Voice and Accountability,,,-0.367835343,World Bank
TUR,World Governance Indicator,2016,Sub_components,Control of Corruption,,,-0.199177414,World Bank
TUR,World Governance Indicator,2016,Sub_components,Government Effectiveness,,,-0.006507037,World Bank
TUR,World Governance Indicator,2016,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-2.007214785,World Bank
TUR,World Governance Indicator,2016,Sub_components,Regulatory Quality,,,0.193467319,World Bank
TUR,World Governance Indicator,2016,Sub_components,Rule of Law,,,-0.341492355,World Bank
TUR,World Governance Indicator,2016,Sub_components,Voice and Accountability,,,-0.607129514,World Bank
TUR,World Governance Indicator,2017,Sub_components,Control of Corruption,,,-0.20880504,World Bank
TUR,World Governance Indicator,2017,Sub_components,Government Effectiveness,,,0.013838289,World Bank
TUR,World Governance Indicator,2017,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.786376357,World Bank
TUR,World Governance Indicator,2017,Sub_components,Regulatory Quality,,,0.043469105,World Bank
TUR,World Governance Indicator,2017,Sub_components,Rule of Law,,,-0.317272514,World Bank
TUR,World Governance Indicator,2017,Sub_components,Voice and Accountability,,,-0.705634356,World Bank
TUR,World Governance Indicator,2018,Sub_components,Control of Corruption,,,-0.351303011,World Bank
TUR,World Governance Indicator,2018,Sub_components,Government Effectiveness,,,-0.068468295,World Bank
TUR,World Governance Indicator,2018,Sub_components,Political Stability and Absence of Violence/Terrorism,,,-1.315199852,World Bank
TUR,World Governance Indicator,2018,Sub_components,Regulatory Quality,,,0.016247209,World Bank
